1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,3.1622776601683795
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,0.7219948723811553,2.991121614150501
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,2.1213203435596424,2.1213203435596424
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,2.991121614150501,0.7219948723811553
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,3.1622776601683795,-0.31622776601683794
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,0.7219948723811553,-0.41256849850351734,2.991121614150501
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,0.9899494936611666,0.9899494936611666,2.545584412271571
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,-0.5656854249492381,0.9899494936611666,2.545584412271571,0.9899494936611666
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,-0.41256849850351734,0.7219948723811553,2.991121614150501,-0.41256849850351734
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,-0.47140452079103173,2.1213203435596424,-0.47140452079103173,2.1213203435596424
